,Programme,Profit_first_month,Profit_second_month,successful
1410,511,-100.92743177081915,-23.67024318565385,0.0
766,512,-4.516534047849241,0.9340756005114929,0.0
1061,513,1.8828502270051741,3.4080985372434367,0.0
1350,514,2.3006053060279927,5.007053866908635,0.0
987,515,-5.601624575227075,4.730554470509477,0.0
1262,516,0.07357901928585854,3.1104590550780986,0.0
650,517,0.0,-0.17821331728921339,1.0
562,518,-0.22363309547494434,7.109271417158083,0.0
807,519,24.142410355539585,87.66991354064662,0.0
193,520,0.06928536191571963,6.309859414452901,0.0
68,521,3.172553906365164,19.956540056688326,0.0
287,522,-0.6150767678744871,7.868475400801136,0.0
230,523,0.5313055046501075,0.1425279601614468,1.0
334,524,0.142214403975224,3.644257224289419,0.0
1198,525,5.176944445187046e-07,0.9249874282786474,0.0
546,526,-4.9024893109519665,9.051371092836806,0.0
231,527,0.6857861275983628,5.5673142266889775,0.0
768,528,-2.298217861694903,10.905715354460948,0.0
303,529,0.0,5.535048696057097,0.0
1264,530,0.4768854338914312,0.44646243862603063,1.0
447,531,-0.3225398621461216,3.789506345340881,0.0
1273,532,-3.658253149396008,3.9028586722877816,0.0
452,533,0.0,1.872436932314688,0.0
42,534,-0.06946232742546553,7.692255931315756,0.0
451,535,-0.02836009048151609,-0.05666886989485522,1.0
168,536,0.0,10.734542723751725,0.0
1078,537,-0.3874553926684786,1.327495511641855,0.0
973,538,0.023977168021111443,-2.2771643630951823,1.0
527,539,-1.4771383398227995,-0.2366523475331901,0.0
305,540,1.1256586829691562,0.21964299040712967,1.0
384,541,22.403417565633973,0.6275296814020415,1.0
671,542,42.82529559365496,10.516051510380267,1.0
450,543,-0.3832471488844324,-0.01755275048335048,0.0
697,544,0.0,5.098386843987029,0.0
78,545,1.5579753230066382,1.0033409360872623,1.0
674,546,-1.080598662433836,2.723077815942719,0.0
832,547,0.052546527017156265,0.5177108499498597,0.0
1109,548,2.5626746593744643,1.5507324905871576,1.0
472,549,8.560928734065303,3.9807425097414364,1.0
854,550,1.404657435533929,3.0094235105556937,0.0
409,551,-3.167949431662116,-0.014715026532388776,0.0
44,552,11.712951335583513,2.273512918410171,1.0
1179,553,0.0,0.2373676707826671,0.0
196,554,0.1470349833439183,2.2119614275706865,0.0
156,555,0.3908241937083569,3.0987331438849934,0.0
1178,556,0.0,-0.6977148236460341,1.0
208,557,5.754127466337176,1.2204717415184423,1.0
656,558,1.4406175382996016,2.4192496810723494,0.0
667,559,3.321236338185627,22.858529869839803,0.0
1141,560,0.0,0.5481870476804086,0.0
1211,561,-0.019865488597660092,0.8524891272772643,0.0
907,562,0.05512608264731545,4.685048750148841,0.0
958,563,0.13303498416361847,0.010771905367394,1.0
787,564,27.414450082152037,49.93965914565243,0.0
129,565,-5.6640607645157335,0.34456999160701324,0.0
731,566,-6.56346772971584,7.273901458594722,0.0
841,567,0.1427936292156754,-0.6172121409377136,1.0
1231,568,0.00637765799129054,0.7652510078057134,0.0
1324,569,-4.856600174479168,4.192932473576189,0.0
1089,570,3.5395423414638225,3.445932595898098,1.0
1147,571,0.5033904361060615,-0.1296992180054139,1.0
1012,572,5.687453011030653,12.569284554179108,0.0
678,573,-2.636580725614814,4.884338841757334,0.0
964,574,-10.758706731457515,9.688550065509144,0.0
627,575,4.9285421423870135,-0.6467328595875957,1.0
376,576,0.0,8.710050144396869,0.0
1398,577,0.3991644326314098,2.086748644263952,0.0
1457,578,-0.12797427520647225,0.37593846559258576,0.0
1459,579,0.5197383465781589,0.3360805899010819,1.0
1402,580,-2.608823100862737,55.80371763385814,0.0
1511,581,0.0,1.27328891156003,0.0
1512,582,1.9479831392790612,5.177448326234093,0.0
1257,583,-7.725183272468151,0.02021867872727718,0.0
935,584,14.883111574814341,15.706729506455922,0.0
120,585,2.4103155295260734,7.854602086933045,0.0
470,586,-0.5316036823377416,1.1299949833667173,0.0
321,587,0.0,7.365668642806456,0.0
920,588,31.25060022717526,20.653701703552702,1.0
1495,589,2.404581104413837,2.5052333961008895,0.0
606,590,0.40755307051852735,5.591938827842727,0.0
1223,591,-0.14216212860111505,0.4760297509500077,0.0
846,592,0.0,4.974420688614843,0.0
1156,593,-0.01867009059503508,0.5886481259710807,0.0
1040,594,0.10366757036982824,0.517510939571898,0.0
1505,595,0.0,5.7385263295175415,0.0
454,596,0.31369311218084056,12.972522339700028,0.0
1486,597,456.3741658507286,79.35032581837798,1.0
793,598,20.226488238618156,5.065239878621948,1.0
851,599,1.1517220255448075,5.314981922765064,0.0
459,600,-35.09775784211747,42.34365903156096,0.0
1215,601,5.403593275897959,3.5336075176036164,1.0
1327,602,-3.964296059144454,10.57062907282833,0.0
600,603,-0.035106303064571465,2.8066612368089405,0.0
748,604,0.09262897918352764,7.2567153995139915,0.0
532,605,0.0,0.8076932734439525,0.0
1426,606,2.1245129068498723,9.663232608191105,0.0
1377,607,0.2285356292479531,2.6896515110473493,0.0
915,608,5.8038020724917105,0.7475577537098763,1.0
525,609,0.0,3.861121418637511,0.0
910,610,0.0,5.3336696357283895,0.0
1095,611,-16.541223799649885,11.34828553659303,0.0
744,612,0.0,3.866580725394316,0.0
596,613,-0.09905348980269467,4.292252872341257,0.0
797,614,6.225073938798543,30.622316707118888,0.0
1219,615,0.00032212575629560626,18.468671765814587,0.0
1431,616,7.869944837216786,37.34939193782103,0.0
1044,617,0.17714688742717835,8.173356683244549,0.0
1102,618,0.0,1.8941388106227977,0.0
1489,619,1.3496141978590692,27.319049945366093,0.0
1382,620,0.13031198159085328,4.8693316731453145,0.0
1159,621,9.437580478096386,5.045064424178582,1.0
1331,622,-0.3093993617289537,0.7109145491689551,0.0
608,623,3.3549489429168777,1.6221647868493903,1.0
247,624,0.08289560427546626,0.2930491124708135,0.0
274,625,3.3947186797743045,3.3154078303512744,1.0
1010,626,12.206820118546432,36.0412683902252,0.0
1181,627,0.0021592495451404977,0.0920772395732962,0.0
549,628,3.3927198516504657,2.80327557866129,1.0
872,629,23.14740425403586,4.1366325182503925,1.0
924,630,11.599149199267696,1.8643969327087182,1.0
1051,631,0.5607970502451329,1.0334728399491961,0.0
1404,632,24.762740692662987,245.27013860556303,0.0
48,633,-0.006327483735296043,3.6856090253039944,0.0
198,634,1.338735221397087,3.159204949133784,0.0
1465,635,0.00869703651815265,1.4259197259892205,0.0
632,636,-0.2559204585599348,0.6828799883234427,0.0
619,637,-0.226672404411961,0.22662909615212548,0.0
682,638,-10.883847580746092,35.024898566741435,0.0
13,639,0.453178478197913,24.511417336229925,0.0
190,640,11.579393975268225,3.1211134061996124,1.0
24,641,-0.0005095908353424925,9.216266031376945,0.0
1434,642,-2.471872428628017,0.6596682215409371,0.0
399,643,0.06281667674584479,1.6464425699029799,0.0
128,644,0.0,4.156484201389008,0.0
111,645,-0.4199069305598059,4.13211205700533,0.0
751,646,-2.684971894114514,4.611061603525366,0.0
835,647,20.368014935945908,0.3953177514196293,1.0
141,648,-1.6536801732847621,11.454036307802784,0.0
1299,649,-1.608920347793953,-0.4628358784112805,0.0
1016,650,-6.481133253370503,0.6915750945672342,0.0
713,651,0.0,0.7697106290167383,0.0
1513,652,0.21270774065124431,-0.7065427754594017,1.0
448,653,0.5796080855637658,3.097211023876584,0.0
1409,654,23.97872851088063,-33.26688537495471,1.0
1357,655,-1.9103853837467644,0.864429187844113,0.0
1092,656,0.00017054455246777458,0.1374861778036999,0.0
1483,657,-10.337388598784047,11.587937573557207,0.0
790,658,7.652921762042318,8.951977967570732,0.0
374,659,5.643537658717775,7.072534791205024,0.0
904,660,0.04894069602847003,6.025127971913221,0.0
1209,661,0.5998586437574414,0.5144383157911412,1.0
1502,662,-11.447177620850955,1.1908917075313057,0.0
394,663,0.5870834999597965,1.581565117078561,0.0
908,664,13.761963325643675,44.33727958419598,0.0
1057,665,-0.00788602280291427,3.5738711150195206,0.0
1342,666,0.20601978130844692,0.607073923702082,0.0
738,667,-0.09054121719095162,0.6258949807938256,0.0
721,668,0.0,1.6166888143811067,0.0
1401,669,61.57085152285601,0.8825798547896121,1.0
1464,670,2.38934001122969,0.2303625064057032,1.0
391,671,0.1411506433666216,9.219918577882472,0.0
1174,672,3.980364211862873,0.47663851606605306,1.0
152,673,0.9626389457159923,37.59518629036381,0.0
1454,674,6.114945496023069,0.16368897892961315,1.0
1177,675,0.0010592086947347832,1.6193311026177635,0.0
1100,676,21.711955419617368,65.15451638002219,0.0
799,677,0.9970272896633396,3.052960742932441,0.0
202,678,0.26517580859588336,1.5918805333423394,0.0
65,679,0.6658207281487053,0.7302310583221951,0.0
234,680,16.313189558904842,6.793748187811411,1.0
1282,681,4.500361492655885,25.37162574700651,0.0
808,682,1.5563082634867518,7.892251931589017,0.0
700,683,-1.134402676829836,0.38256827357823847,0.0
181,684,0.09172477807683924,1.8668568684631177,0.0
691,685,0.9129668496159576,4.343521858410166,0.0
1363,686,,,
946,687,0.15102356024540078,2.259566886878139,0.0
244,688,1.2491461256586236,8.183213238579421,0.0
637,689,0.8483473968766172,2.8388794036848153,0.0
1248,690,-2.9287187118993385,4.331796539597727,0.0
340,691,2.242498679366241,5.0776622642088896,0.0
594,692,2.2710476038479848,0.3441152777938771,1.0
568,693,15.743211870284927,1.3631779454119854,1.0
418,694,25.03775555074515,1.514795657097901,1.0
1393,695,0.0,1.2466099658034404,0.0
538,696,-0.7799294919623074,5.76044263074349,0.0
515,697,11.744498627009715,8.101655030569217,1.0
183,698,0.12236638566418973,7.8966217330758175,0.0
329,699,-24.240243961884822,0.3159536595906764,0.0
402,700,-3.2845157033376657,0.001896665440715269,0.0
301,701,2.3873423014272084,10.468072560527395,0.0
1023,702,4.838920584825821,4.534236552344332,1.0
124,703,-0.03441061698557415,0.2679972493888095,0.0
1320,704,-2.4886160331918927,2.6523869040568826,0.0
50,705,4.512080665677521,20.510949553632173,0.0
570,706,0.0,1.6240402795939857,0.0
424,707,-2.2520964486859887,1.2035404749507441,0.0
345,708,0.5809188400933005,3.3847805694554194,0.0
1453,709,0.13986988422609564,15.06446381284032,0.0
687,710,-2.424348532966892,0.5298757705661152,0.0
1183,711,0.0,8.546245884976736,0.0
175,712,-0.3814415588265875,5.570099312261804,0.0
1280,713,6.821821473218539,6.06865720578233,1.0
586,714,0.2092477063527962,3.7992692827751315,0.0
983,715,43.21300974404503,163.9938536595777,0.0
686,716,0.02307844966078277,1.4301924986602148,0.0
1028,717,-4.705231438979407,7.072820196065242,0.0
602,718,3.31981721867597,7.7797873169230165,0.0
1287,719,0.13656172747470807,4.794964368105609,0.0
210,720,-4.425447712607005,3.433547106216281,0.0
813,721,1.2114884269166115,0.584588731471844,1.0
1,722,8.133126854762622,6.5158485092396266,1.0
1484,723,0.0,1.170596704382735,0.0
688,724,-0.44231174924747596,7.594456641194392,0.0
860,725,0.0,1.0802933203944896,0.0
701,726,7.839539970296566,3.7585423903649877,1.0
354,727,0.3151309209126494,5.245961459561342,0.0
771,728,0.0,2.4965196453638114,0.0
1072,729,-0.007520268645300326,9.246350374294,0.0
278,730,0.0677017695809588,9.831548194480144,0.0
880,731,0.48192916592885293,0.5102315483941313,0.0
814,732,0.0419283172733017,1.566603588770541,0.0
35,733,4.136180305112175,1.8940256932963209,1.0
1485,734,-9.762537342569628,34.688830042661834,0.0
457,735,-0.5808267132104045,4.081352399582532,0.0
763,736,2.453988586513149,0.27029798507844544,1.0
1097,737,-0.10451600111823596,0.20835040967449714,0.0
526,738,1.673736145269269,3.731330797345443,0.0
197,739,0.6558674994212633,0.40646906441603226,1.0
739,740,25.254272353103403,1.4296119378441754,1.0
1376,741,-3.5509778076247005,8.171599735193698,0.0
372,742,0.30641400228385685,1.4328951438222002,0.0
1154,743,-0.16378332130541365,3.4486310519446506,0.0
791,744,0.6516507846391715,0.6216024450574639,1.0
1017,745,-0.0991733639120014,6.385281528576233,0.0
675,746,0.006920424411041998,0.31336059520235865,0.0
1191,747,0.0,0.5623737995726825,0.0
1039,748,-2.7966437412368803,2.8528021513791226,0.0
522,749,59.316792012946756,4.1822122872295875,1.0
136,750,-5.990058874113361,0.8195137992042466,0.0
900,751,7.152598661424459,4.3564424193850755,1.0
410,752,0.0,2.8285060127987185,0.0
611,753,2.549765230296034,3.257474636024684,0.0
644,754,-0.8478790296359856,20.369461759991854,0.0
1319,755,-0.22342218003615327,1.426979898836304,0.0
28,756,15.9806025452077,102.30530479899465,0.0
1172,757,1.4743132587511505,0.036993942829096974,1.0
43,758,0.3876313068802522,10.546519883421347,0.0
552,759,127.75918220132142,68.46404575734287,1.0
992,760,0.9868291560109658,0.057576584232266095,1.0
706,761,-0.4322073353591977,2.141048104522022,0.0
1292,762,-10.08527957122543,2.3997309195472196,0.0
482,763,-1.1994547157476678,2.8183418753117486,0.0
1304,764,0.27693772773798564,6.0923520442837695,0.0
1330,765,-26.83620200743988,0.48733000037728347,0.0
1125,766,2.059722063827481,0.5623969670748725,1.0
397,767,-0.19484144273655346,3.4726916108571575,0.0
925,768,37.61460680506921,42.75263515768787,0.0
1224,769,6.705256696652015,10.362124387135214,0.0
605,770,0.08528295518591528,5.472026888551362,0.0
595,771,-0.2756252482476457,-1.3772009246236663,1.0
693,772,-0.39625389945645184,7.019941830637984,0.0
417,773,0.6625276528594919,1.6437223744231562,0.0
1312,774,4.355341148494077,13.822185467810414,0.0
479,775,6.420902093100172,5.393756006388154,1.0
1503,776,3.064823168827833,-1.7515897350403007,1.0
185,777,0.6807402160001225,3.445415621175604,0.0
1049,778,6.589501269470676,18.00922917904491,0.0
1508,779,0.3396237204754311,-1.4089033211785609,1.0
604,780,-0.9473066643652397,-0.5835644727744939,0.0
165,781,0.004383902243408405,-0.30021602908370437,1.0
1249,782,4.165297954637422,2.306152102565597,1.0
365,783,2.01635891871032,3.4799613698296326,0.0
1266,784,-0.2339583519951897,1.7255305518427173,0.0
307,785,3.4755189565787523,-3.4830562905454867,1.0
475,786,0.2378880497895019,3.1481557526938446,0.0
268,787,0.662580236784576,-1.0938504924271393,1.0
288,788,0.0,2.034925447516827,0.0
236,789,0.8074940032542093,1.9223969506809115,0.0
58,790,56.134156311784096,26.55340462791446,1.0
1113,791,4.4352444127846065,8.083184750112556,0.0
1289,792,0.1779821165104381,4.639415025212624,0.0
257,793,0.0,0.021724220485980748,0.0
663,794,0.034605139184715424,5.93253954869129,0.0
14,795,0.921865352965541,9.299042889403646,0.0
225,796,-37.070332893966224,0.7774604404678515,0.0
77,797,0.4254095958615784,1.8894414582054881,0.0
986,798,-0.08217415499048128,0.8203533585738121,0.0
955,799,59.262242366325715,-0.06951745684249043,1.0
930,800,1.7928932316940158,21.576052881570057,0.0
613,801,0.16087763834807262,2.125976515129397,0.0
929,802,0.21077658805958335,2.5973269270705206,0.0
191,803,-1.0379785356736897,5.301680384387039,0.0
551,804,0.45393113353497483,26.867545151411488,0.0
565,805,0.6955364856818174,3.1792796210372685,0.0
654,806,-1.098474619087921,2.6754747769402107,0.0
15,807,19.683074332042487,201.02071836400262,0.0
1252,808,-6.024141695248516,37.76337590542277,0.0
609,809,11.950431511666295,4.556203298826219,1.0
328,810,-4.9474520530160015,0.8702066557918122,0.0
285,811,0.0,0.4639240941965219,0.0
599,812,0.0,6.641214969086314,0.0
712,813,37.357106191450335,2.765489369847295,1.0
157,814,-0.9541499779776638,5.275142617301868,0.0
1104,815,0.00163784311232349,10.957368821124968,0.0
1333,816,-2.2313244138034287,2.6432421410545266,0.0
404,817,0.0,4.4555162712615335,0.0
1045,818,0.5342431779498518,10.488226227808635,0.0
1160,819,5.404541211045445,0.12755959422287502,1.0
1063,820,-0.2827187536318893,2.240116748967497,0.0
698,821,0.14387307261362048,3.8307349889389304,0.0
681,822,1.2950997522589265,2.257719079693916,0.0
592,823,1.0631729781336035,3.309381069997361,0.0
1468,824,0.34369707240456304,-2.1312681682996426,1.0
47,825,40.60006362168402,127.63372175644724,0.0
850,826,0.0,-0.3356707011682891,1.0
1009,827,29.07679035489766,13.453902451530404,1.0
420,828,-0.7663317806960159,9.546519840991108,0.0
625,829,4.640453706742386,8.619530787712023,0.0
628,830,0.011054154777690436,1.8106174260923555,0.0
220,831,-4.376723985798987,0.06678571100007479,0.0
211,832,-0.10785292725608486,2.254176897762193,0.0
378,833,2.083046985970099,22.768395665447425,0.0
911,834,0.0,2.1320325096151556,0.0
741,835,0.18007781779659598,7.953133445144266,0.0
4,836,0.3046498378940946,9.43890347357917,0.0
815,837,0.8573039739309197,0.01989918742399455,1.0
343,838,-0.4666170821424672,5.339386098579315,0.0
367,839,0.1587772061943538,0.2774236015068858,0.0
353,840,-0.29900121901548266,2.6497489029013455,0.0
690,841,0.0,0.12150981366058916,0.0
366,842,0.0,0.48630306827042297,0.0
286,843,13.841985256793587,1.7221578739377312,1.0
1302,844,0.0,2.688088940826644,0.0
55,845,12.491036331705448,7.364356499295501,1.0
1384,846,0.0,4.515317417259988,0.0
224,847,4.395703850184814,39.333796054128314,0.0
561,848,0.0,1.33375461083536,0.0
295,849,0.007462161684429956,-0.0004470405507022158,1.0
499,850,3.365498905035641,11.313175862661442,0.0
437,851,-0.9329563225517276,3.0476961148428257,0.0
453,852,0.023925612890710157,6.952805849428805,0.0
728,853,2.1337879415354046,6.144874305955172,0.0
60,854,0.16403986979324178,4.486905786989285,0.0
388,855,16.251935265612982,1.5385079118568046,1.0
1339,856,0.0095668221397724,0.45656669435761765,0.0
1146,857,-0.4307035172829248,9.271733670229452,0.0
1406,858,-0.19747788176523434,-0.08792061390123206,0.0
757,859,-0.8789243016508446,15.257234443560055,0.0
492,860,0.0,1.3647285359201766,0.0
428,861,0.0,0.27652281427822395,0.0
1053,862,0.7345238231574704,3.481170052281024,0.0
931,863,2.9463641283757145,5.013276777209038,0.0
1507,864,-1.6002350601191715,-0.5773463980165034,0.0
891,865,5.372232110208852,34.54166099450716,0.0
612,866,0.00527494224997217,9.521567021422902,0.0
878,867,0.0,4.823674781834933,0.0
989,868,15.166566089085537,3.3553192148580973,1.0
917,869,0.0,1.7802567436373595,0.0
524,870,0.0014165447927963573,4.4736703713033785,0.0
659,871,0.0,1.6861684224783593,0.0
336,872,5.051783317175082,2.451463563839037,1.0
139,873,10.499037956446013,13.997313696724882,0.0
617,874,-9.664592761385569,1.676103346205064,0.0
146,875,2.104726029733427,2.0257476770654943,1.0
158,876,-1.6569516707143621,7.391864496724445,0.0
718,877,0.0,1.5326261094066709,0.0
1499,878,-0.00762723197937983,1.0985696836922285,0.0
896,879,39.82229993690821,44.73773368317872,0.0
387,880,0.90998465705465,2.216043901658201,0.0
1036,881,-0.4799178166683489,1.2576287922574287,0.0
571,882,-0.23321843256874786,3.0639804098650676,0.0
1111,883,-0.07837458328563293,0.8838096461979925,0.0
33,884,24.28317337331735,287.3777735295742,0.0
496,885,0.14397815012759554,0.30198943003997364,0.0
747,886,7.317963209801942,0.134978653324629,1.0
46,887,0.023306608332850413,8.516589581053724,0.0
133,888,-1.2378201859292863,8.087057798909537,0.0
342,889,0.08001320834479797,1.8009322389044735,0.0
7,890,-0.0008067977819072348,1.451148017816345,0.0
6,891,-0.5911619819506119,7.417784035702691,0.0
1456,892,0.0,5.208452300751437,0.0
1407,893,0.0,0.5939570965136214,0.0
267,894,-1.1919525849473145,4.225065899271735,0.0
212,895,7.465012334352511,3.2012405651998743,1.0
52,896,53.313517626242785,25.089242874783107,1.0
302,897,-0.3585504830035161,-0.0013358186838786004,0.0
967,898,-6.977666370291529,3.0272802717777814,0.0
116,899,0.057065836586713714,8.232321437312233,0.0
635,900,0.7141900432255731,0.19755862403086893,1.0
332,901,10.689318645881055,0.6196584969702943,1.0
559,902,1.1086030379213072,0.43658468844887033,1.0
59,903,1.0949111929324604,5.419218673313566,0.0
432,904,-12.777604311147844,29.418854926176373,0.0
1298,905,0.0,1.440417858763376,0.0
90,906,1.5725644485911363,0.037860955174171665,1.0
31,907,19.875463304343338,92.45127640246578,0.0
88,908,0.0,5.709293967742575,0.0
1317,909,-0.01705892464703487,11.841280470417162,0.0
1203,910,-8.217378137507874,0.013913111507682943,0.0
1082,911,3.1893633975158635,5.374320387281596,0.0
1415,912,0.0,0.11504200798276049,0.0
1475,913,-0.02680128780607588,-4.885851137667563,1.0
1142,914,-0.17503109549202428,4.1102357100674345,0.0
897,915,-0.02413642350827016,0.8909181169811882,0.0
780,916,-0.18173143663874441,6.928229323985898,0.0
509,917,46.87134947768114,4.408040267773903,1.0
102,918,20.751005240829546,-0.07239939199779936,1.0
957,919,0.0,6.188261413935458,0.0
39,920,-0.2266649557233248,6.195063467987581,0.0
621,921,-13.884931607799988,1.9453215185064934,0.0
773,922,0.0,0.11047359302482376,0.0
1345,923,-0.4947976303979567,-0.1569807433133438,0.0
207,924,-0.3358350198793957,18.5999176116052,0.0
753,925,0.30422246933517033,2.381740075630986,0.0
884,926,38.38570596352662,83.00099763718765,0.0
881,927,1.2150684427823002,4.316407315023045,0.0
1065,928,0.7491326606216865,4.27380984448182,0.0
1369,929,-0.02883085188041116,9.759803002479806,0.0
36,930,0.0,0.0566566377122964,0.0
669,931,7.194126232412816,1.160764527674785,1.0
1005,932,-0.6325515887832898,6.625670900621725,0.0
22,933,5.635528060930628,7.0986375168935725,0.0
1136,934,-0.10429851229966527,1.5701761614893812,0.0
335,935,0.0,-0.29513262344894753,1.0
1260,936,-0.5754366705442209,0.20881389512003204,0.0
865,937,0.0,2.7608575215690228,0.0
981,938,0.2207165401775146,0.5987061807421792,0.0
914,939,3.7188274297633463,1.2006016990350683,1.0
76,940,2.0505761659626276,7.628776544459464,0.0
371,941,0.3387054810010255,1.3105369826026638,0.0
1076,942,-0.21292766490373968,0.8911701015920206,0.0
889,943,0.16061501315012564,16.299058272739483,0.0
1361,944,0.0,1.444248244190027,0.0
1138,945,0.9470051018586808,7.027725812447355,0.0
720,946,-1.1657113274920912,5.019646606225294,0.0
503,947,1.5528941465489345,15.43684697032584,0.0
777,948,-0.16221717968078164,3.1994732817971627,0.0
73,949,2.872823476829037,3.19032619506697,0.0
1411,950,-0.951252641328988,-5.208692086332263,1.0
827,951,1.4691440050115219,3.0761604912485425,0.0
895,952,0.2565687008113139,1.6369004862195884,0.0
1306,953,-1.787528746779814,0.5857134720704361,0.0
72,954,0.6673315133928139,7.706748677512058,0.0
199,955,-0.5073960982880252,4.525951309981871,0.0
502,956,1.8296681105095656,1.901068996918327,0.0
108,957,1.9044102454218828,6.7849144383362106,0.0
1509,958,12.187718177298455,4.2361662952087755,1.0
892,959,-0.055918375610461965,1.9453680983876827,0.0
1270,960,0.2996139730442361,1.5906567397107179,0.0
446,961,6.635650846885222,2.2749235529217833,1.0
886,962,0.0,0.10992671191100223,0.0
1447,963,-37.36978677522925,-0.11203732141792434,0.0
554,964,13.188482449166944,9.286388728670405,1.0
1167,965,1.4233471099599644,0.018786523590791665,1.0
765,966,0.7747108123577804,10.132829743711422,0.0
589,967,-0.06618375909353437,2.0892343723906577,0.0
732,968,1.9059950969095056,3.469449191069589,0.0
903,969,50.22209261953578,101.22087719173517,0.0
439,970,4.0452774948417165,2.5351503845999552,1.0
843,971,6.985430662631346,0.78405202646933,1.0
584,972,-0.026927714117494318,1.6144654415180026,0.0
1149,973,9.416866194459537,9.01134187011139,1.0
514,974,0.9576729309925858,3.237154601135476,0.0
1423,975,10.978916837384377,30.098591495154434,0.0
788,976,5.8052079235564875,38.63919686737552,0.0
1478,977,1.0182361711645338,0.11924293539229379,1.0
902,978,0.10385389781307594,0.7620345716470138,0.0
837,979,-4.688998156777291,4.737978362301622,0.0
1153,980,2.242374124744839,32.112631477363315,0.0
1419,981,-0.6151333228240325,2.1032000963358053,0.0
483,982,0.0,1.3073599962880675,0.0
91,983,2.3958265258847087,4.307581174144038,0.0
337,984,0.0,0.21487723692431002,0.0
149,985,0.0,8.542635817008543,0.0
81,986,56.88248758057438,250.72070518176696,0.0
130,987,26.60371114425119,2.4685992578698484,1.0
164,988,-2.0734115341471373,0.806466860938393,0.0
142,989,6.314220385948396,14.62146170657867,0.0
1243,990,0.7515119665069085,3.817744781492893,0.0
1247,991,4.334569699883362,-2.5423446374781586,1.0
1352,992,0.0,3.184152275028221,0.0
1358,993,-6.8488975908980745,-1.3140485509452997,0.0
560,994,0.0,6.053727366266059,0.0
1131,995,-0.03721014722929146,5.625747010259223,0.0
341,996,0.09397455260409444,1.6620955461669034,0.0
1355,997,0.0,1.4418068898693654,0.0
498,998,0.12490339185931418,6.07934499788838,0.0
885,999,2.140371584705427,12.200778726095631,0.0
1015,1000,-0.0393052103150473,-1.535408837580811,1.0
1408,1001,0.0,-10.063202334583048,1.0
1271,1002,0.0,10.33134726909413,0.0
1080,1003,1.4426013297074516,4.379736508520858,0.0
103,1004,5.782867182336932,2.405709623763017,1.0
581,1005,0.6625120797185996,2.5009437275627717,0.0
390,1006,-3.4385713948876555,0.019662405563249375,0.0
395,1007,0.0,11.073737375168976,0.0
161,1008,-3.5698562737675843,-0.4717308353665458,0.0
235,1009,-9.69016826160486,5.959176662258318,0.0
1218,1010,140.79199976835721,49.55999325567893,1.0
737,1011,1.7558515307074765,1.7812420421152548,0.0
610,1012,0.01760987556842795,0.26023117837780013,0.0
476,1013,-0.006552444985688818,1.716342608185347,0.0
679,1014,1.39724226091552,-1.4618929638182976,1.0
151,1015,-2.3963063473489497,17.78795042762938,0.0
